id_venta,ticket_total,num_items,num_lineas,num_unique_products,id_cliente,fecha,medio_pago,ciudad,fecha_alta,antiguedad_cliente_dias,mes,dia_semana,ticket_alto
12,28642.456894822077,14,5,5,96,2024-06-28,efectivo,Cordoba,2023-04-06,447,6,4,0
34,15448.027819558745,6,2,2,58,2024-01-13,transferencia,Rio Cuarto,2023-02-27,320,1,5,0
33,38398.492988250844,9,4,4,6,2024-02-13,efectivo,Villa Maria,2023-01-06,404,2,1,1
48,31178.29060284475,10,3,3,84,2024-01-26,qr,Cordoba,2023-03-25,308,1,4,0
119,3555.758822836782,5,1,1,51,2024-02-07,qr,Rio Cuarto,2023-02-20,354,2,2,0
23,22384.599069720247,8,2,2,78,2024-05-16,transferencia,Villa Maria,2023-03-19,427,5,3,0
62,17275.31726511129,7,2,2,100,2024-05-01,transferencia,Cordoba,2023-04-10,385,5,2,0
88,42855.543787593684,14,3,3,37,2024-06-21,efectivo,Mendiolaza,2023-02-06,504,6,4,1
37,8904.252561231127,3,1,1,57,2024-05-17,qr,Rio Cuarto,2023-02-26,449,5,4,0
99,6623.706803698855,5,1,1,51,2024-03-13,transferencia,Rio Cuarto,2023-02-20,384,3,2,0
44,19112.155032373466,5,3,3,21,2024-02-21,efectivo,Alta Gracia,2023-01-21,396,2,2,0
104,24906.171421432722,10,3,2,86,2024-06-17,qr,Cordoba,2023-03-27,450,6,0,0
86,26807.178616840552,14,4,4,40,2024-01-10,efectivo,Rio Cuarto,2023-02-09,338,1,2,0
91,13725.466872481718,3,1,1,39,2024-02-19,efectivo,Alta Gracia,2023-02-08,378,2,0,0
35,21758.64283718219,10,3,3,61,2024-05-30,efectivo,Rio Cuarto,2023-03-02,455,5,3,0
65,42260.27736173434,16,4,4,30,2024-04-30,qr,Alta Gracia,2023-01-30,463,4,1,1
99,4403.219079830088,5,1,1,51,2024-03-13,transferencia,Rio Cuarto,2023-02-20,388,3,2,0
101,2596.229521827048,4,1,1,72,2024-03-28,efectivo,Cordoba,2023-03-13,376,3,3,0
47,16901.20827824009,8,2,2,52,2024-05-04,transferencia,Rio Cuarto,2023-02-21,433,5,5,0
78,34994.89462221231,13,5,5,12,2024-04-29,qr,Alta Gracia,2023-01-12,468,4,0,1
3,19739.720169298183,5,3,3,20,2024-01-13,tarjeta,Rio Cuarto,2023-01-20,360,1,5,0
1,2130.051277810799,1,1,1,62,2024-06-19,tarjeta,Carlos Paz,2023-03-03,478,6,2,0
5,16972.168182735677,4,1,1,56,2024-06-11,tarjeta,Rio Cuarto,2023-02-25,472,6,1,0
90,17613.980687692823,6,2,2,46,2024-01-08,qr,Alta Gracia,2023-02-15,327,1,0,0
119,4193.37282511544,5,1,1,51,2024-02-07,qr,Rio Cuarto,2023-02-20,349,2,2,0
14,33972.7209942193,13,4,4,67,2024-04-18,qr,Alta Gracia,2023-03-08,408,4,3,1
103,20122.091649286238,12,4,4,39,2024-03-11,efectivo,Alta Gracia,2023-02-08,398,3,0,0
27,30049.546241803324,8,2,2,9,2024-02-25,transferencia,Carlos Paz,2023-01-09,416,2,6,0
9,9410.442291906847,4,1,1,86,2024-01-20,efectivo,Cordoba,2023-03-27,296,1,5,0
79,10894.893411326164,4,2,2,57,2024-06-06,qr,Rio Cuarto,2023-02-26,466,6,3,0
15,10332.370107530818,3,1,1,56,2024-06-27,transferencia,Rio Cuarto,2023-02-25,486,6,3,0
90,17818.29119592068,6,2,2,46,2024-01-08,qr,Alta Gracia,2023-02-15,324,1,0,0
42,15054.287134228842,7,3,3,12,2024-04-18,tarjeta,Alta Gracia,2023-01-12,459,4,3,0
77,12712.087932544686,12,5,5,55,2024-05-26,tarjeta,Mendiolaza,2023-02-24,458,5,6,0
51,2936.9226879403122,1,1,1,39,2024-02-18,efectivo,Alta Gracia,2023-02-08,374,2,6,0
63,46808.53418998073,14,4,4,25,2024-06-19,tarjeta,Rio Cuarto,2023-01-25,510,6,2,1
96,17383.936728191075,9,4,4,83,2024-02-23,tarjeta,Rio Cuarto,2023-03-24,332,2,4,0
103,21473.49479203479,12,4,4,39,2024-03-11,efectivo,Alta Gracia,2023-02-08,397,3,0,0
113,10333.548758267001,5,2,2,98,2024-03-08,transferencia,Cordoba,2023-04-08,332,3,4,0
52,36760.260982015636,14,4,4,5,2024-05-10,tarjeta,Cordoba,2023-01-05,491,5,4,1
96,17772.625476775338,9,4,4,83,2024-02-23,tarjeta,Rio Cuarto,2023-03-24,335,2,4,0
4,16105.848540383147,7,2,2,36,2024-02-27,transferencia,Mendiolaza,2023-02-05,388,2,1,0
94,28499.353537935156,8,3,3,41,2024-03-06,qr,Alta Gracia,2023-02-10,389,3,2,0
101,3084.564781462266,4,1,1,72,2024-03-28,efectivo,Cordoba,2023-03-13,383,3,3,0
23,22594.832361152523,8,2,2,78,2024-05-16,transferencia,Villa Maria,2023-03-19,420,5,3,0
103,21078.067354118204,12,4,4,39,2024-03-11,efectivo,Alta Gracia,2023-02-08,394,3,0,0
109,24237.971026304007,9,4,4,64,2024-06-04,transferencia,Villa Maria,2023-03-05,459,6,1,0
15,9819.332176203097,3,1,1,56,2024-06-27,transferencia,Rio Cuarto,2023-02-25,488,6,3,0
43,19247.72151283991,9,3,3,23,2024-02-18,efectivo,Rio Cuarto,2023-01-23,389,2,6,0
29,17994.707011712537,10,5,5,49,2024-02-20,qr,Rio Cuarto,2023-02-18,367,2,1,0
36,11998.50068474294,6,2,2,5,2024-06-25,tarjeta,Cordoba,2023-01-05,536,6,1,0
13,10165.098502205527,5,3,3,6,2024-01-24,tarjeta,Villa Maria,2023-01-06,384,1,2,0
32,54076.55961465938,15,4,4,31,2024-01-30,efectivo,Villa Maria,2023-01-31,362,1,1,1
71,37477.91012687632,12,4,4,40,2024-06-02,qr,Rio Cuarto,2023-02-09,475,6,6,1
59,16660.139050299527,8,3,3,62,2024-04-28,tarjeta,Carlos Paz,2023-03-03,418,4,6,0
115,34467.68642696074,15,4,4,3,2024-02-16,transferencia,Rio Cuarto,2023-01-03,402,2,4,1
86,26753.841779040296,14,4,4,40,2024-01-10,efectivo,Rio Cuarto,2023-02-09,340,1,2,0
28,35558.169323410344,10,5,5,52,2024-05-20,qr,Rio Cuarto,2023-02-21,455,5,0,1
66,14884.840599829644,3,1,1,69,2024-03-14,qr,Rio Cuarto,2023-03-10,370,3,3,0
42,14941.126152048291,7,3,3,12,2024-04-18,tarjeta,Alta Gracia,2023-01-12,468,4,3,0
45,23552.02409022643,11,5,5,15,2024-01-19,efectivo,Cordoba,2023-01-15,370,1,4,0
62,16071.385778072708,7,2,2,100,2024-05-01,transferencia,Cordoba,2023-04-10,390,5,2,0
57,56577.0415687904,19,5,5,34,2024-01-10,efectivo,Villa Maria,2023-02-03,342,1,2,1
117,28972.225382344248,6,2,2,72,2024-03-14,tarjeta,Cordoba,2023-03-13,366,3,3,0
6,34850.46714342299,10,4,4,91,2024-05-05,transferencia,Mendiolaza,2023-04-01,403,5,6,1
28,37464.06875881623,11,5,5,52,2024-05-20,qr,Rio Cuarto,2023-02-21,457,5,0,1
28,35585.71445894821,11,5,5,52,2024-05-20,qr,Rio Cuarto,2023-02-21,461,5,0,1
108,12181.209009038661,4,1,1,9,2024-03-25,tarjeta,Carlos Paz,2023-01-09,438,3,0,0
44,20530.569098444474,5,3,3,21,2024-02-21,efectivo,Alta Gracia,2023-01-21,397,2,2,0
84,26428.650380354586,9,2,2,72,2024-01-02,efectivo,Cordoba,2023-03-13,298,1,1,0
30,35218.085568754446,12,4,4,93,2024-03-03,efectivo,Alta Gracia,2023-04-03,335,3,6,1
62,15803.035179906607,7,2,2,100,2024-05-01,transferencia,Cordoba,2023-04-10,388,5,2,0
75,43832.025306707306,9,2,2,61,2024-05-23,qr,Rio Cuarto,2023-03-02,448,5,3,1
119,5051.905823072327,5,1,1,51,2024-02-07,qr,Rio Cuarto,2023-02-20,352,2,2,0
92,12934.381090786415,6,2,2,42,2024-02-09,transferencia,Alta Gracia,2023-02-11,359,2,4,0
89,8000.2483688431985,2,1,1,17,2024-01-18,tarjeta,Villa Maria,2023-01-17,365,1,3,0
103,22238.8737332172,12,4,4,39,2024-03-11,efectivo,Alta Gracia,2023-02-08,398,3,0,0
62,15972.957212296988,7,2,2,100,2024-05-01,transferencia,Cordoba,2023-04-10,386,5,2,0
97,26399.347102964726,9,3,3,39,2024-06-16,efectivo,Alta Gracia,2023-02-08,492,6,6,0
1,2414.6431272736195,1,1,1,62,2024-06-19,tarjeta,Carlos Paz,2023-03-03,477,6,2,0
27,30483.64204034151,8,2,2,9,2024-02-25,transferencia,Carlos Paz,2023-01-09,410,2,6,0
62,15812.063495796781,7,2,2,100,2024-05-01,transferencia,Cordoba,2023-04-10,389,5,2,0
116,34418.60952870342,16,5,5,25,2024-03-18,qr,Rio Cuarto,2023-01-25,415,3,0,1
77,13110.679240562964,12,5,5,55,2024-05-26,tarjeta,Mendiolaza,2023-02-24,455,5,6,0
105,35767.86890986708,17,5,5,1,2024-02-06,transferencia,Carlos Paz,2023-01-01,410,2,1,1
3,20074.974992538868,5,3,3,20,2024-01-13,tarjeta,Rio Cuarto,2023-01-20,355,1,5,0
103,21160.7120264568,12,4,4,39,2024-03-11,efectivo,Alta Gracia,2023-02-08,401,3,0,0
70,13858.369787559506,10,3,3,41,2024-02-02,transferencia,Alta Gracia,2023-02-10,357,2,4,0
72,12333.604854693484,9,3,3,26,2024-02-17,qr,Alta Gracia,2023-01-26,384,2,5,0
27,31059.527608136486,8,2,2,9,2024-02-25,transferencia,Carlos Paz,2023-01-09,411,2,6,0
9,9626.907966479297,4,1,1,86,2024-01-20,efectivo,Cordoba,2023-03-27,302,1,5,0
62,16515.161373021332,7,2,2,100,2024-05-01,transferencia,Cordoba,2023-04-10,389,5,2,0
37,10943.038308709822,3,1,1,57,2024-05-17,qr,Rio Cuarto,2023-02-26,450,5,4,0
97,25917.41040234535,9,3,3,39,2024-06-16,efectivo,Alta Gracia,2023-02-08,496,6,6,0
51,3754.049763308328,1,1,1,39,2024-02-18,efectivo,Alta Gracia,2023-02-08,373,2,6,0
106,7929.143028293173,3,1,1,82,2024-03-24,transferencia,Alta Gracia,2023-03-23,368,3,6,0
44,19886.229372926653,5,3,3,21,2024-02-21,efectivo,Alta Gracia,2023-01-21,394,2,2,0
24,15119.695193780544,7,2,2,55,2024-06-14,tarjeta,Mendiolaza,2023-02-24,479,6,4,0
79,9943.179387770702,4,2,2,57,2024-06-06,qr,Rio Cuarto,2023-02-26,470,6,3,0
59,16735.334022303574,8,3,3,62,2024-04-28,tarjeta,Carlos Paz,2023-03-03,424,4,6,0
118,38187.84867386041,15,5,4,84,2024-02-09,efectivo,Cordoba,2023-03-25,320,2,4,1
32,53666.03644575381,15,4,4,31,2024-01-30,efectivo,Villa Maria,2023-01-31,364,1,1,1
96,15956.622427769009,9,4,4,83,2024-02-23,tarjeta,Rio Cuarto,2023-03-24,337,2,4,0
88,41145.39116212752,14,3,3,37,2024-06-21,efectivo,Mendiolaza,2023-02-06,500,6,4,1
105,35475.38239424294,17,5,5,1,2024-02-06,transferencia,Carlos Paz,2023-01-01,405,2,1,1
52,36433.771425495856,14,4,4,5,2024-05-10,tarjeta,Cordoba,2023-01-05,494,5,4,1
113,11333.3493077561,5,2,2,98,2024-03-08,transferencia,Cordoba,2023-04-08,331,3,4,0
62,16456.31950913027,7,2,2,100,2024-05-01,transferencia,Cordoba,2023-04-10,393,5,2,0
113,9446.795844537888,5,2,2,98,2024-03-08,transferencia,Cordoba,2023-04-08,334,3,4,0
58,4538.017751739239,3,2,2,48,2024-02-04,transferencia,Cordoba,2023-02-17,349,2,6,0
52,35792.02228531077,14,4,4,5,2024-05-10,tarjeta,Cordoba,2023-01-05,487,5,4,1
12,27978.621572469867,14,5,5,96,2024-06-28,efectivo,Cordoba,2023-04-06,453,6,4,0
39,44797.692877925554,14,4,4,5,2024-03-05,efectivo,Cordoba,2023-01-05,424,3,1,1
2,35099.1745764463,17,5,5,49,2024-03-17,qr,Rio Cuarto,2023-02-18,394,3,6,1
3,19893.293548713627,5,3,3,20,2024-01-13,tarjeta,Rio Cuarto,2023-01-20,355,1,5,0
113,11493.179797142357,5,2,2,98,2024-03-08,transferencia,Cordoba,2023-04-08,334,3,4,0
101,2629.990351734736,4,1,1,72,2024-03-28,efectivo,Cordoba,2023-03-13,380,3,3,0
113,12144.77166657814,5,2,2,98,2024-03-08,transferencia,Cordoba,2023-04-08,335,3,4,0
56,16758.958216846688,5,1,1,15,2024-06-14,qr,Cordoba,2023-01-15,510,6,4,0
81,9747.17603483389,2,1,1,49,2024-03-09,transferencia,Rio Cuarto,2023-02-18,384,3,5,0
59,16050.731667054499,8,3,3,62,2024-04-28,tarjeta,Carlos Paz,2023-03-03,425,4,6,0
113,11253.432724043727,5,2,2,98,2024-03-08,transferencia,Cordoba,2023-04-08,339,3,4,0
2,33794.864029125194,17,5,5,49,2024-03-17,qr,Rio Cuarto,2023-02-18,385,3,6,1
2,33187.45757353688,17,5,5,49,2024-03-17,qr,Rio Cuarto,2023-02-18,394,3,6,1
92,13524.697063673912,6,2,2,42,2024-02-09,transferencia,Alta Gracia,2023-02-11,361,2,4,0
54,35040.834300691924,9,4,4,1,2024-03-26,tarjeta,Carlos Paz,2023-01-01,458,3,1,1
87,10929.427167873197,4,2,2,100,2024-04-20,qr,Cordoba,2023-04-10,372,4,5,0
101,2271.749003495174,4,1,1,72,2024-03-28,efectivo,Cordoba,2023-03-13,382,3,3,0
96,15614.080577947816,9,4,4,83,2024-02-23,tarjeta,Rio Cuarto,2023-03-24,340,2,4,0
97,26988.337953432805,9,3,3,39,2024-06-16,efectivo,Alta Gracia,2023-02-08,495,6,6,0
1,3743.551764980786,1,1,1,62,2024-06-19,tarjeta,Carlos Paz,2023-03-03,477,6,2,0
19,25088.429275142276,8,3,3,80,2024-06-11,efectivo,Mendiolaza,2023-03-21,449,6,1,0
2,33075.10732370062,17,5,5,49,2024-03-17,qr,Rio Cuarto,2023-02-18,395,3,6,1
53,-189.48110300483359,1,1,1,56,2024-01-25,tarjeta,Rio Cuarto,2023-02-25,331,1,3,0
44,19201.494553242974,5,3,3,21,2024-02-21,efectivo,Alta Gracia,2023-01-21,395,2,2,0
90,18394.322641878895,6,2,2,46,2024-01-08,qr,Alta Gracia,2023-02-15,324,1,0,0
32,54129.06571397639,15,4,4,31,2024-01-30,efectivo,Villa Maria,2023-01-31,365,1,1,1
70,14274.465903535553,10,3,3,41,2024-02-02,transferencia,Alta Gracia,2023-02-10,356,2,4,0
32,54027.85760647236,15,4,4,31,2024-01-30,efectivo,Villa Maria,2023-01-31,370,1,1,1
119,3197.2230747424146,5,1,1,51,2024-02-07,qr,Rio Cuarto,2023-02-20,351,2,2,0
68,5137.8262468113635,4,1,1,27,2024-06-28,qr,Rio Cuarto,2023-01-27,513,6,4,0
55,3146.323943504126,4,1,1,100,2024-01-04,qr,Cordoba,2023-04-10,267,1,3,0
75,44065.10371088653,9,2,2,61,2024-05-23,qr,Rio Cuarto,2023-03-02,447,5,3,1
56,17444.512474902436,5,1,1,15,2024-06-14,qr,Cordoba,2023-01-15,516,6,4,0
17,36852.29514219673,13,3,3,88,2024-02-17,efectivo,Villa Maria,2023-03-29,323,2,5,1
38,49772.77309158849,16,4,4,56,2024-05-29,tarjeta,Rio Cuarto,2023-02-25,458,5,2,1
24,14622.553756068723,7,2,2,55,2024-06-14,tarjeta,Mendiolaza,2023-02-24,475,6,4,0
69,26807.3722551211,7,2,2,42,2024-01-06,qr,Alta Gracia,2023-02-11,332,1,5,0
116,35355.68865098184,16,5,5,25,2024-03-18,qr,Rio Cuarto,2023-01-25,418,3,0,1
98,16348.12989567756,9,4,4,43,2024-01-12,transferencia,Mendiolaza,2023-02-12,331,1,4,0
70,12758.828768161164,10,3,3,41,2024-02-02,transferencia,Alta Gracia,2023-02-10,360,2,4,0
86,26944.70490669744,14,4,4,40,2024-01-10,efectivo,Rio Cuarto,2023-02-09,337,1,2,0
11,8203.325914264698,4,3,3,20,2024-04-10,qr,Rio Cuarto,2023-01-20,443,4,2,0
112,16238.855766093124,13,5,5,28,2024-01-19,tarjeta,Cordoba,2023-01-28,359,1,4,0
16,22018.08095898599,5,1,1,2,2024-04-12,efectivo,Carlos Paz,2023-01-02,463,4,4,0
97,26672.23627944468,9,3,3,39,2024-06-16,efectivo,Alta Gracia,2023-02-08,493,6,6,0
73,8305.112431884416,5,3,3,42,2024-05-16,transferencia,Alta Gracia,2023-02-11,458,5,3,0
59,15336.022462349541,8,3,3,62,2024-04-28,tarjeta,Carlos Paz,2023-03-03,424,4,6,0
70,13691.7565314664,10,3,3,41,2024-02-02,transferencia,Alta Gracia,2023-02-10,361,2,4,0
80,21552.576391077804,13,3,3,54,2024-03-25,efectivo,Alta Gracia,2023-02-23,396,3,0,0
93,25890.809968365447,10,3,3,90,2024-01-29,efectivo,Rio Cuarto,2023-03-31,305,1,0,0
3,19394.88601222125,5,3,3,20,2024-01-13,tarjeta,Rio Cuarto,2023-01-20,359,1,5,0
20,7526.328515422584,3,1,1,75,2024-01-13,tarjeta,Rio Cuarto,2023-03-16,301,1,5,0
59,15706.895122055708,8,3,3,62,2024-04-28,tarjeta,Carlos Paz,2023-03-03,420,4,6,0
36,10625.773592860354,6,2,2,5,2024-06-25,tarjeta,Cordoba,2023-01-05,538,6,1,0
19,22999.951824855492,8,3,3,80,2024-06-11,efectivo,Mendiolaza,2023-03-21,446,6,1,0
90,17359.834835232294,6,2,2,46,2024-01-08,qr,Alta Gracia,2023-02-15,326,1,0,0
67,9712.684440402027,3,2,2,66,2024-03-21,efectivo,Villa Maria,2023-03-07,382,3,3,0
19,25713.92479461124,8,3,3,80,2024-06-11,efectivo,Mendiolaza,2023-03-21,447,6,1,0
20,6349.792425164781,3,1,1,75,2024-01-13,tarjeta,Rio Cuarto,2023-03-16,303,1,5,0
96,17034.531319700243,9,4,4,83,2024-02-23,tarjeta,Rio Cuarto,2023-03-24,338,2,4,0
71,36581.38083044369,12,4,4,40,2024-06-02,qr,Rio Cuarto,2023-02-09,480,6,6,1
52,35944.64582627651,14,4,4,5,2024-05-10,tarjeta,Cordoba,2023-01-05,488,5,4,1
105,36748.58580850189,17,5,5,1,2024-02-06,transferencia,Carlos Paz,2023-01-01,400,2,1,1
33,36951.11003200041,9,4,4,6,2024-02-13,efectivo,Villa Maria,2023-01-06,403,2,1,1
40,6233.856092747327,2,1,1,15,2024-05-13,efectivo,Cordoba,2023-01-15,485,5,0,0
39,44060.32483871162,14,4,4,5,2024-03-05,efectivo,Cordoba,2023-01-05,426,3,1,1
82,18335.66719412452,10,4,4,19,2024-01-25,tarjeta,Mendiolaza,2023-01-19,372,1,3,0
104,23512.661827986976,10,3,2,86,2024-06-17,qr,Cordoba,2023-03-27,445,6,0,0
1,3646.939125474013,1,1,1,62,2024-06-19,tarjeta,Carlos Paz,2023-03-03,475,6,2,0
11,8770.671019021647,4,3,3,20,2024-04-10,qr,Rio Cuarto,2023-01-20,444,4,2,0
92,12945.816940018049,6,2,2,42,2024-02-09,transferencia,Alta Gracia,2023-02-11,364,2,4,0
57,57524.86902769581,19,5,5,34,2024-01-10,efectivo,Villa Maria,2023-02-03,338,1,2,1
89,7477.46291675354,2,1,1,17,2024-01-18,tarjeta,Villa Maria,2023-01-17,369,1,3,0
50,62178.01816746268,19,5,5,8,2024-01-09,transferencia,Carlos Paz,2023-01-08,366,1,1,1
23,22761.948070668353,8,2,2,78,2024-05-16,transferencia,Villa Maria,2023-03-19,422,5,3,0
31,26903.24392452321,12,3,3,19,2024-05-22,tarjeta,Mendiolaza,2023-01-19,492,5,2,0
94,28241.91116139851,8,3,3,41,2024-03-06,qr,Alta Gracia,2023-02-10,395,3,2,0
42,14612.537711163312,7,3,3,12,2024-04-18,tarjeta,Alta Gracia,2023-01-12,463,4,3,0
99,6498.792238079061,5,1,1,51,2024-03-13,transferencia,Rio Cuarto,2023-02-20,392,3,2,0
7,12133.578058436924,3,1,1,92,2024-05-06,efectivo,Alta Gracia,2023-04-02,398,5,0,0
16,22690.560337659805,5,1,1,2,2024-04-12,efectivo,Carlos Paz,2023-01-02,465,4,4,0
90,16863.406832578235,6,2,2,46,2024-01-08,qr,Alta Gracia,2023-02-15,336,1,0,0
112,16035.129551422518,13,5,5,28,2024-01-19,tarjeta,Cordoba,2023-01-28,359,1,4,0
116,35513.772306551175,16,5,5,25,2024-03-18,qr,Rio Cuarto,2023-01-25,425,3,0,1
60,30805.190745276348,11,5,5,81,2024-04-04,transferencia,Carlos Paz,2023-03-22,374,4,3,0
113,11055.036609916731,5,2,2,98,2024-03-08,transferencia,Cordoba,2023-04-08,336,3,4,0
2,34433.60481929222,17,5,5,49,2024-03-17,qr,Rio Cuarto,2023-02-18,398,3,6,1
1,3469.514772189327,1,1,1,62,2024-06-19,tarjeta,Carlos Paz,2023-03-03,474,6,2,0
48,29736.663746213824,10,3,3,84,2024-01-26,qr,Cordoba,2023-03-25,307,1,4,0
12,27859.479875501765,14,5,5,96,2024-06-28,efectivo,Cordoba,2023-04-06,443,6,4,0
69,25924.601325000192,7,2,2,42,2024-01-06,qr,Alta Gracia,2023-02-11,331,1,5,0
37,10292.472453965349,3,1,1,57,2024-05-17,qr,Rio Cuarto,2023-02-26,450,5,4,0
32,54261.52108762566,15,4,4,31,2024-01-30,efectivo,Villa Maria,2023-01-31,368,1,1,1
119,4007.5049642879067,5,1,1,51,2024-02-07,qr,Rio Cuarto,2023-02-20,351,2,2,0
9,9960.790567904316,4,1,1,86,2024-01-20,efectivo,Cordoba,2023-03-27,298,1,5,0
105,36776.37766611317,17,5,5,1,2024-02-06,transferencia,Carlos Paz,2023-01-01,401,2,1,1
99,5976.424131817307,5,1,1,51,2024-03-13,transferencia,Rio Cuarto,2023-02-20,389,3,2,0
19,25605.288179794192,8,3,3,80,2024-06-11,efectivo,Mendiolaza,2023-03-21,450,6,1,0
48,28725.273659642608,10,3,3,84,2024-01-26,qr,Cordoba,2023-03-25,302,1,4,0
80,20801.54691113619,13,3,3,54,2024-03-25,efectivo,Alta Gracia,2023-02-23,397,3,0,0
3,19194.10059986997,5,3,3,20,2024-01-13,tarjeta,Rio Cuarto,2023-01-20,362,1,5,0
20,6383.393925562265,3,1,1,75,2024-01-13,tarjeta,Rio Cuarto,2023-03-16,303,1,5,0
24,15258.597122323785,7,2,2,55,2024-06-14,tarjeta,Mendiolaza,2023-02-24,473,6,4,0
54,36525.34586950928,9,4,4,1,2024-03-26,tarjeta,Carlos Paz,2023-01-01,455,3,1,1
120,8394.294650240105,5,1,1,72,2024-04-21,tarjeta,Cordoba,2023-03-13,408,4,6,0
33,38157.87951080028,9,4,4,6,2024-02-13,efectivo,Villa Maria,2023-01-06,399,2,1,1
24,14788.160135185566,7,2,2,55,2024-06-14,tarjeta,Mendiolaza,2023-02-24,476,6,4,0
116,37065.28841479868,16,5,5,25,2024-03-18,qr,Rio Cuarto,2023-01-25,413,3,0,1
75,44369.53605561873,9,2,2,61,2024-05-23,qr,Rio Cuarto,2023-03-02,453,5,3,1
113,11218.87526512015,5,2,2,98,2024-03-08,transferencia,Cordoba,2023-04-08,332,3,4,0
72,10384.894831795838,9,3,3,26,2024-02-17,qr,Alta Gracia,2023-01-26,388,2,5,0
36,11272.744967507686,6,2,2,5,2024-06-25,tarjeta,Cordoba,2023-01-05,537,6,1,0
38,50304.83695253639,16,4,4,56,2024-05-29,tarjeta,Rio Cuarto,2023-02-25,460,5,2,1
104,25304.103322327348,10,3,2,86,2024-06-17,qr,Cordoba,2023-03-27,447,6,0,0
84,26084.525441356785,9,2,2,72,2024-01-02,efectivo,Cordoba,2023-03-13,294,1,1,0
99,6288.828239415537,5,1,1,51,2024-03-13,transferencia,Rio Cuarto,2023-02-20,387,3,2,0
112,15410.841091599092,13,5,5,28,2024-01-19,tarjeta,Cordoba,2023-01-28,360,1,4,0
89,8215.437840746925,2,1,1,17,2024-01-18,tarjeta,Villa Maria,2023-01-17,361,1,3,0
99,5102.133664530035,5,1,1,51,2024-03-13,transferencia,Rio Cuarto,2023-02-20,387,3,2,0
25,13926.991778316002,7,3,3,13,2024-04-30,transferencia,Carlos Paz,2023-01-13,476,4,1,0
93,27041.108125190884,10,3,3,90,2024-01-29,efectivo,Rio Cuarto,2023-03-31,302,1,0,0
18,34047.32286839383,17,5,5,81,2024-06-11,qr,Carlos Paz,2023-03-22,444,6,1,0
110,35191.716314026104,9,3,2,92,2024-05-19,efectivo,Alta Gracia,2023-04-02,417,5,6,1
82,17738.731723302855,10,4,4,19,2024-01-25,tarjeta,Mendiolaza,2023-01-19,368,1,3,0
66,15171.503210556977,3,1,1,69,2024-03-14,qr,Rio Cuarto,2023-03-10,369,3,3,0
54,36488.464301409134,9,4,4,1,2024-03-26,tarjeta,Carlos Paz,2023-01-01,454,3,1,1
35,25171.876860097476,10,3,3,61,2024-05-30,efectivo,Rio Cuarto,2023-03-02,453,5,3,0
80,21371.63243079717,13,3,3,54,2024-03-25,efectivo,Alta Gracia,2023-02-23,392,3,0,0
61,22339.658594430974,6,2,2,27,2024-06-01,efectivo,Rio Cuarto,2023-01-27,493,6,5,0
41,3214.4925617011677,2,2,2,29,2024-03-08,tarjeta,Alta Gracia,2023-01-29,405,3,4,0
100,50316.22876961328,14,5,5,69,2024-06-08,qr,Rio Cuarto,2023-03-10,458,6,5,1
33,36791.76894463053,9,4,4,6,2024-02-13,efectivo,Villa Maria,2023-01-06,402,2,1,1
68,6095.5586292596945,4,1,1,27,2024-06-28,qr,Rio Cuarto,2023-01-27,521,6,4,0
33,36515.98818882282,9,4,4,6,2024-02-13,efectivo,Villa Maria,2023-01-06,407,2,1,1
14,34949.03739306842,13,4,4,67,2024-04-18,qr,Alta Gracia,2023-03-08,408,4,3,1
21,25421.414554148738,6,2,2,10,2024-06-19,transferencia,Cordoba,2023-01-10,526,6,2,0
48,30376.612329278258,10,3,3,84,2024-01-26,qr,Cordoba,2023-03-25,303,1,4,0
20,5790.325841208978,3,1,1,75,2024-01-13,tarjeta,Rio Cuarto,2023-03-16,293,1,5,0
120,7988.60399957321,5,1,1,72,2024-04-21,tarjeta,Cordoba,2023-03-13,406,4,6,0
8,35149.57796992699,14,3,3,66,2024-01-06,transferencia,Villa Maria,2023-03-07,300,1,5,1
7,13060.662778367021,3,1,1,92,2024-05-06,efectivo,Alta Gracia,2023-04-02,396,5,0,0
67,10980.021414723165,3,2,2,66,2024-03-21,efectivo,Villa Maria,2023-03-07,385,3,3,0
17,36457.50274590476,13,3,3,88,2024-02-17,efectivo,Villa Maria,2023-03-29,326,2,5,1
33,36928.85933860535,9,4,4,6,2024-02-13,efectivo,Villa Maria,2023-01-06,403,2,1,1
48,30347.292244784734,10,3,3,84,2024-01-26,qr,Cordoba,2023-03-25,306,1,4,0
76,23596.345560076592,11,4,4,75,2024-05-15,tarjeta,Rio Cuarto,2023-03-16,425,5,2,0
59,15424.50610580712,8,3,3,62,2024-04-28,tarjeta,Carlos Paz,2023-03-03,427,4,6,0
115,33842.012349854434,15,4,4,3,2024-02-16,transferencia,Rio Cuarto,2023-01-03,408,2,4,1
86,27038.70546931218,14,4,4,40,2024-01-10,efectivo,Rio Cuarto,2023-02-09,336,1,2,0
119,3592.4362111474775,5,1,1,51,2024-02-07,qr,Rio Cuarto,2023-02-20,352,2,2,0
22,15307.209713885366,9,3,3,64,2024-05-08,transferencia,Villa Maria,2023-03-05,429,5,2,0
110,36368.92373574851,9,3,2,92,2024-05-19,efectivo,Alta Gracia,2023-04-02,414,5,6,1
30,34432.66859498149,12,4,4,93,2024-03-03,efectivo,Alta Gracia,2023-04-03,327,3,6,1
